id,price
0,429.81925844343886
1,1715.244544108755
2,9469.259311430944
3,547.5766022816019
4,9330.989405496768
5,2319.4978749399306
6,1060.2607382131798
7,10317.162910579918
8,872.9532753196061
9,491.78371446475745
10,10053.563853782713
11,15399.658671526953
12,4147.802493259149
13,3860.600258190339
14,3028.312322833085
15,687.5439636942951
16,16931.786898958555
17,3149.0303069991605
18,2786.6765462894446
19,8672.556720634168
20,8966.278606191396
21,16248.48534988399
22,4448.36631197655
23,4890.6102551940385
24,2797.273131141649
25,7146.653436497816
26,6601.656074964559
27,1037.6233761000185
28,888.8188520185238
29,4541.792492937146
30,9262.167840837546
31,534.8880467585298
32,4969.261749176473
33,1785.6214733785991
34,1948.1274630976868
35,709.8441453224444
36,1701.9955483940807
37,7210.044557186917
38,4197.401372681531
39,16566.550757799618
40,1937.5526275898826
41,828.310564828283
42,644.9297055986323
43,878.4830830541052
44,681.720427380966
45,8387.448046389834
46,16225.910676743457
47,10207.984967163822
48,550.0101264032237
49,733.6307498091002
50,10375.137248125888
51,3343.7888051788495
52,2462.497669078608
53,3712.180603628666
54,5003.856906088849
55,2035.8904354182278
56,4730.213554888343
57,1075.8045637914372
58,10409.803241584172
59,713.3658302479171
60,5272.154975690955
61,5483.190256306129
62,756.5242218326483
63,3775.757268865003
64,5127.848789024348
65,6379.5320240576
66,10219.408421485106
67,2019.2819603982607
68,8256.765394216409
69,4911.478636078304
70,9881.331465140855
71,6955.77421094341
72,4909.993632382728
73,4767.0402729060215
74,1519.0920983651347
75,3072.3268097618147
76,4616.215495272488
77,4309.931618185324
78,458.6726250910685
79,933.8879148928637
80,900.5513862853084
81,2153.1087160572392
82,548.6417799006462
83,3820.9024549662413
84,3091.8423128593386
85,5664.663786181299
86,3452.4627075217954
87,2270.4306644531835
88,1262.7025022677947
89,3387.8429219805817
90,1508.8234223051295
91,750.1708456632706
92,526.7180619942669
93,8317.744126341126
94,656.4239613139591
95,863.7470540125327
96,4213.129757232112
97,5421.373141451229
98,2710.667823435707
99,5366.757945044882
100,2208.9220465001877
101,3792.6596645606055
102,10404.263154242048
103,714.1224985599971
104,4921.811843209311
105,869.0825193893133
106,517.3441915712083
107,6837.040122218953
108,763.2966581116933
109,3474.0113211921894
110,936.3800895249826
111,4839.582864647234
112,842.8019149928334
113,800.72782148884
114,1342.2161635946115
115,403.70457903789566
116,834.8804362036398
117,663.8305242869292
118,4657.888667229491
119,1932.928691456729
120,1449.9778046777085
121,972.2253151445307
122,1014.4307433207317
123,12632.807990685962
124,593.3540306194324
125,554.5222266308808
126,3214.925638368939
127,4319.136411570335
128,1200.3900892836175
129,10944.916629336474
130,667.5927553297665
131,12717.242192008696
132,9324.5184149344
133,872.8822153748209
134,2563.5420494778705
135,1600.8283521784294
136,5200.1450421222635
137,1436.1526157247106
138,3441.2057155954603
139,1345.9523486190199
140,735.4000863290394
141,5133.0786720788265
142,736.4725600472624
143,531.4103660318267
144,4976.160034356815
145,1005.9907939910887
146,6389.054913991639
147,7822.587219118343
148,4145.159571845966
149,16640.114443640883
150,3830.7438275218137
151,3191.083433179052
152,3253.0996305555127
153,639.3332296321893
154,14075.55021532649
155,4852.596413772995
156,483.26131573847516
157,756.4708942164725
158,1783.9064907385523
159,785.5590206401098
160,665.8142836863606
161,2949.40858659737
162,11639.412906556627
163,1333.1453028017736
164,6714.415105668983
165,11568.080924476253
166,4109.429078902537
167,2813.411985725499
168,464.08248378770355
169,955.9865974951524
170,397.0561628657625
171,3873.99752888609
172,985.8263712277319
173,965.4496184072883
174,1203.3944541365072
175,2889.1401972519393
176,1935.4805386312003
177,10043.51911279103
178,522.3088464199885
179,4562.943193451861
180,521.2228654705975
181,1551.1104519836035
182,9078.911946361444
183,912.5018897195768
184,16041.864021348747
185,4636.671363870194
186,2491.1178780335686
187,2477.9310990803306
188,703.7192431921877
189,8367.219218334752
190,6501.222518353314
191,2671.7335249238
192,6248.40153772337
193,2319.6022840440787
194,843.2365285792631
195,3413.605480490485
196,493.9646721395914
197,3380.9870974228825
198,426.61479955301763
199,838.2748367409167
200,4381.084683178836
201,6116.1293658650775
202,4692.499451601785
203,12263.018527697255
204,1810.93746860769
205,1016.5554375681506
206,975.2369130856409
207,648.6976677910925
208,2517.770041433473
209,1327.019621935315
210,1449.4932019768066
211,2375.867937579552
212,2240.848128939644
213,1503.3634274191159
214,1386.397302523791
215,3258.6101826487334
216,907.6083539702729
217,529.3408464880298
218,1203.9643565790677
219,2669.747472585551
220,1762.9825635219108
221,4619.254832946087
222,3033.5464614995094
223,617.817549212035
224,2711.253250202943
225,1597.9530789509163
226,724.6189026871226
227,921.7363411875614
228,5407.682047992203
229,2582.70936564789
230,1902.4791977711234
231,17560.17998151843
232,5697.34027364767
233,936.0799563079405
234,1298.1733577587456
235,3417.083292803095
236,14102.504333816358
237,4452.330302475656
238,1077.0139938180237
239,849.2755915247894
240,4666.857694772453
241,3290.436025525332
242,3939.308512236917
243,9819.09661693388
244,16425.25609664745
245,5556.372082673044
246,2018.0137553438913
247,2101.6689963853823
248,1107.227444571399
249,870.8767282037712
250,2612.6194397865956
251,3244.290640998062
252,1733.405489761254
253,2905.7756134717433
254,787.4131839821938
255,1639.5478645971675
256,691.8679281821898
257,663.329868379067
258,639.8413722931693
259,3873.584837840436
260,1281.82691396878
261,2553.304493915198
262,1001.2295510625434
263,15156.502493426382
264,15024.300496256139
265,5877.928241768776
266,5501.90907027564
267,447.41014838603076
268,1741.732458220881
269,2470.959410063056
270,715.3089287410817
271,958.7055522349162
272,5844.545758043697
273,1906.6078269671507
274,1054.247455707584
275,985.0468286470664
276,952.4256574704623
277,2658.653382876318
278,736.0025267687681
279,7091.500789044878
280,6178.205193390478
281,1401.9881041411977
282,2282.5324243350137
283,9319.385215287766
284,2239.7543183367975
285,5407.5234555886
286,4954.466860874621
287,3169.399540454399
288,9415.697146281156
289,1134.8241245386625
290,746.6611309320789
291,12087.02687564604
292,788.5470109181063
293,392.7267411706275
294,655.0141712533513
295,9908.811665161405
296,4648.014015323597
297,1966.228793735513
298,1070.6809673587782
299,2879.278917348579
300,6079.766774704286
301,2439.1061995996934
302,935.5593756539214
303,15724.732153191593
304,10478.113350867714
305,671.7231909448395
306,1607.0772078154737
307,5656.803633480759
308,3227.8188411742185
309,1328.313655383411
310,17194.493052669055
311,4509.573733094891
312,588.4048398310839
313,1733.2706121448214
314,688.9666629124997
315,14671.975252611535
316,1999.2351956677908
317,1817.6387895085566
318,8107.984335102002
319,5217.591711126691
320,3884.353044925583
321,2249.2332729593
322,4987.551690564988
323,1941.3571617917255
324,2347.54477558507
325,14255.41377597049
326,9095.303161384401
327,1217.1667508015212
328,7582.963234753929
329,4498.543383428578
330,487.1335824154775
331,1016.4532225211321
332,963.4853064886355
333,12693.555901885626
334,739.1626954784714
335,517.8572733232797
336,446.8566078705247
337,5064.495615482161
338,4356.3470025261395
339,3971.5921713734074
340,1231.0913688273629
341,1186.9328643694193
342,1984.3901067858355
343,2298.32346346288
344,2101.166852043467
345,5163.261964938873
346,1257.5724124499686
347,621.7340345539995
348,8136.3352418575405
349,11177.985656691582
350,6462.487705164868
351,10590.48800225554
352,818.2368815766616
353,1039.356296617152
354,1947.0090787577321
355,565.5622842915859
356,10989.53162020967
357,642.2945029928788
358,2639.6286438769043
359,13036.290312936511
360,2491.077476400748
361,2430.6269175996094
362,624.176174117377
363,13586.03501497295
364,7112.653604596545
365,6639.982750116523
366,15681.912879004092
367,4196.85796773659
368,6607.187586521395
369,1926.6631283603676
370,1410.8551235032087
371,7324.121103718719
372,1750.1491634303086
373,17086.19495131127
374,441.6954846263987
375,6612.328913936497
376,4504.8528467086435
377,6758.465092881476
378,9333.439081254337
379,949.6004414481718
380,5546.748342100388
381,902.665996167506
382,877.9423515957552
383,4199.962872614311
384,979.2265860023269
385,8879.739579386158
386,1607.9158876448964
387,984.6433255662553
388,848.4167897260977
389,554.139565098773
390,484.9413293436097
391,686.4549372969649
392,3930.219925474362
393,12941.413201300846
394,16595.582532985387
395,3021.212597960625
396,2574.918257363967
397,3726.470872431037
398,4200.5355944362855
399,2704.648475773831
400,6913.86954277223
401,4276.593634214074
402,1960.2804349938763
403,828.1984189665511
404,5028.381115471761
405,2469.8999038529914
406,3965.8074281753297
407,966.4825020805139
408,6381.866589467189
409,712.9430772402865
410,4014.778980846672
411,13052.838622035153
412,2198.5585827641544
413,4282.294543168827
414,1454.0366463758871
415,1112.2237362140352
416,636.278402966203
417,10508.284660098157
418,3844.4913523785654
419,1404.4948949361867
420,972.9116446581799
421,10729.385077419993
422,6554.864887569147
423,2385.2308777871153
424,2389.9249095455807
425,1387.2008311716486
426,10000.44473418008
427,7830.956586722507
428,9240.30353887048
429,828.3858522200024
430,855.7287279201108
431,966.7530674980163
432,12591.869764842215
433,9586.709735479548
434,1094.1415466876865
435,7572.117870769784
436,8906.92255148985
437,8627.76742855498
438,6498.742900194819
439,2521.9457593316824
440,4688.4722012092425
441,700.9686081308876
442,1684.4224651291624
443,14712.169302329929
444,658.2253023424717
445,14108.16540775522
446,3466.346738217175
447,4438.2330087771725
448,872.0939236400683
449,820.0660045860915
450,1767.687086450365
451,1344.6238236464176
452,697.6263899147893
453,3749.9393622409557
454,14710.835097409052
455,724.3068813989072
456,845.5037043515913
457,1058.5397986465794
458,4170.951832673114
459,8812.254089198677
460,637.32354409433
461,6191.776798377814
462,14296.246727885413
463,7057.805060224944
464,3148.400173167586
